author,Start,End,Price,lower bound,upper bound,route,Currency,Price EUR 2014,Service,Year,Source,Comment
Adam (GITOC),Pakistan,Greece,,"2,000","3,500",East Med Sea+,EUR,,"Overland, then boat",2011,"Anna Triandafyllidou and Thanos Maroukis, 2013, Migrant Smuggling: Irregular Migration from Asia and Africa to Europe","Overland to Turkey (to Peshu on foot/car, to Tehran, then taxi/van/bus to Salmas or Orumijeh), overland to Turkish Aegean coast, boat to Greek islands"
petros,Pakistan,Greece,"4,000",,,,EUR,4725,,2006,http://www.kathimerini.gr/242941/article/epikairothta/ellada/pakistan---ellada-ena-mega-kyklwma,
petros,Pakistan,Greece,"4,500","4,000","5,000",,EUR,4962,Vehicle,2009,http://www.kathimerini.gr/358341/article/epikairothta/ellada/my8oi-kai-istories-katadiw3hs,
petros,Pakistan,Europe,"9,000","8,000","10,000",,EUR,9923,,2009,http://www.kathimerini.gr/358341/article/epikairothta/ellada/my8oi-kai-istories-katadiw3hs,
petros,Pakistan,Greece,"3,000",,,,EUR,3308,Vehicles,2009,http://www.naftemporiki.gr/story/240936/bolos-sullipseis-melon-diethnous-kuklomatos-diakinisis-lathrometanaston,
petros,Pakistan,Greece,"3,000",,,,EUR,3308,Vehicles,2009,http://www.naftemporiki.gr/story/240936/bolos-sullipseis-melon-diethnous-kuklomatos-diakinisis-lathrometanaston,
petros,Pakistan,Europe,"3,750","2,500","5,000",,EUR,3827,Airplane,2012,http://www.naftemporiki.gr/story/382944/sullipsi-diakiniti-paranomon-metanaston-sto-el-benizelos,
petros,Palestine,,"1,544",,,,EUR,1544,,2014,http://www.tovima.gr/world/article/?aid=632373&wordsinarticle=%CE%B4%CE%B9%CE%B1%CE%BA%CE%B9%CE%BD%CE%B7%CF%84%CE%AD%CF%82%3b%CE%B5%CF%85%CF%81%CF%8E,
nkb,"Peshawar, Pakistan",Europe,"13,000",,,,EUR,16034,,2004,https://www.bfm.admin.ch/dam/data/bfm/publiservice/service/forschung/illegale_migrationpublic.pdf,p. 6
alice,Poland,Czech Republic,"1,500",,,West Balkans,EUR,1731,trailer,2007,http://gazetacodzienna.pl/article/wydarzenia/cieszyn-wpadli-przemytnicy-ludzi,
alice,Poland,Germany,"2,000",,,,EUR,2467,"on foot
",2004,http://www.karasmierci.info.pl/zgorzelec04_052004.htm,"in the article it says ""a couple of thousand euro"""
alice,Poland,Germany,900,400,"1,400",,EUR,972,truck,2010,http://www.rp.pl/artykul/586862.html,"
"
alice,"Poland
",Germany,325,250,400,,EUR,340,truck,2011,http://lubiehrubie.pl/region/granica-organizowali-przemyt-ludzi-akt-oskarzenia-przeciwko-13-osobom,
nkb,Prob. Tripoli,Italy,"400,000",,,,XAF,600,,2014,https://www.youtube.com/watch?v=opbSFGlAefQ,
nelsonmau,Rome/Milan,North Europe,"1,000",,,,USD,880,not declared,2015,TgCom Videonews http://notizie.virgilio.it/videonews/dove-vanno-i-migranti-che-arrivano-in-italia-quanto-pagano.html,
alice,Russia,Ukraine,200,,,,USD,293,diverse,2001,"Spiegel, April 30th 2001",on a price list of a trafficking organisation
Adam (GITOC),Sabha,Tripoli,400,300,500,,USD,302,Pickups or small cars,2013,"Altai Consulting, November 2013, http://www.refworld.org/pdfid/52b43f594.pdf",Sabha to Tripoli via Gharyan or Tarhouna
alb,Sabha,Tripoli,800,,,,USD,603, 8 hours journey by car,2013,http://regionalmms.org/fileadmin/content/monthly%20summaries/series_booklet_Leo.pdf,
Adam (GITOC),Sabha,Tripoli,600,,,,LYD,356,Overland,2013,"USIP, 2014, http://www.usip.org/sites/default/files/PW96-Illicit-Trafficking-and-Libyas-Transition.pdf",Price for a Senegalese man
Adam (GITOC),Sabha,Tripoli,870,,,,LYD,529,Overland,2011,"USIP, 2014, http://www.usip.org/sites/default/files/PW96-Illicit-Trafficking-and-Libyas-Transition.pdf",Price for a Nigerian man
alb,Senegal,Canary Islands,"1,750","1,500","2,000",,EUR,2020,small wooden boats (cayucos) or inflatable rubber boats,2007,http://www.unodc.org/documents/data-and-analysis/tocta/TOCTA_Report_2010_low_res.pdf,
alb,Senegal,Canary Islands,"1,205",480,"1,930",,USD,1139,,2006,http://www.unhcr.org/49e479ca0.pdf,
nkb,Senegal,Europe,"3,500","3,000","4,000",,EUR,4317,,2004,https://www.bfm.admin.ch/dam/data/bfm/publiservice/service/forschung/illegale_migrationpublic.pdf,p. 6
Adam (GITOC),Senegal,Italy,"2,130",,,Central Med+,USD,2130,"Car, boat",2015,"Time Magazine, 20 April 2015, http://time.com/3829078/mediterranean-migrant-boat-senegal-story/","Price for 28-year-old Senegalese man traveling alone. Via Mali, Burkina Faso, and Niger."
Red Cross,SENEGAL,Spain,6000000,,,West African,XAF,10388,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,6000000,,,West African,XAF,10388,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,4000000,,,West African,XAF,6925,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,2000000,,,West African,MRO,6464,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,2000000,,,West African,MRO,6464,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,2000,,,West African,EUR,2308,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2012
Red Cross,SENEGAL,Spain,600000,,,West African,MRO,1939,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,550000,,,West African,MRO,1778,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,1500,,,West African,EUR,1731,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2040
Red Cross,SENEGAL,Spain,1000000,,,West African,XAF,1731,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,1000000,,,West African,XAF,1731,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,500000,,,West African,MRO,1616,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,900000,,,West African,XAF,1558,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,450000,,,West African,MRO,1454,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,800000,,,West African,XAF,1385,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,800000,,,West African,XAF,1385,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,800000,,,West African,XAF,1385,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,800000,,,West African,XAF,1385,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,800000,,,West African,XAF,1385,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,800000,,,West African,XAF,1385,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,800000,,,West African,XAF,1385,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,800000,,,West African,XAF,1385,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,800000,,,West African,XAF,1385,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,800000,,,West African,XAF,1385,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,750000,,,West African,XAF,1298,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2058
Red Cross,SENEGAL,Spain,750000,,,West African,XAF,1298,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2059
Red Cross,SENEGAL,Spain,750000,,,West African,XAF,1298,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2065
Red Cross,SENEGAL,Spain,750000,,,West African,XAF,1298,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2070
Red Cross,SENEGAL,Spain,750000,,,West African,XAF,1298,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,400000,,,West African,MRO,1293,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,400000,,,West African,MRO,1293,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,400000,,,West African,MRO,1293,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,400000,,,West African,MRO,1293,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,700000,,,West African,XAF,1212,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2050
Red Cross,SENEGAL,Spain,700000,,,West African,XAF,1212,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2068
Red Cross,SENEGAL,Spain,700000,,,West African,XAF,1212,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,700000,,,West African,XAF,1212,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,700000,,,West African,XAF,1212,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,700000,,,West African,XAF,1212,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,700000,,,West African,XAF,1212,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,700000,,,West African,XAF,1212,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,700000,,,West African,XAF,1212,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,700000,,,West African,XAF,1212,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,700000,,,West African,XAF,1212,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,700000,,,West African,XAF,1212,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,700000,,,West African,XAF,1212,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,700000,,,West African,XAF,1212,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,700000,,,West African,XAF,1212,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,700000,,,West African,XAF,1212,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,700000,,,West African,XAF,1212,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,1000,,,West African,EUR,1154,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2014
Red Cross,SENEGAL,Spain,1000,,,West African,EUR,1154,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2044
Red Cross,SENEGAL,Spain,350000,,,West African,MRO,1131,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,350000,,,West African,MRO,1131,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,350000,,,West African,MRO,1131,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,350000,,,West African,MRO,1131,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,350000,,,West African,MRO,1131,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,350000,,,West African,MRO,1131,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,350000,,,West African,MRO,1131,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,350000,,,West African,MRO,1131,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,350000,,,West African,MRO,1131,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,350000,,,West African,MRO,1131,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,350000,,,West African,MRO,1131,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,350000,,,West African,MRO,1131,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,650000,,,West African,XAF,1125,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2053
Red Cross,SENEGAL,Spain,650000,,,West African,XAF,1125,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,650000,,,West African,XAF,1125,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,620000,,,West African,XAF,1073,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2056
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,SENEGAL,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
